,job_title,job_metadata,hiring_team_name,hiring_team_link,description,company_metadata,link,description_summary
10,Investment Data Analyst - Equities,"Balyasny Asset Management L.P. · London, England, United Kingdom (Hybrid) Reposted  2 weeks ago",,,"About the job ROLE OVERVIEW Within a global team of data analysts, data scientists, and content experts, across each of BAM’s key geographic locations, the Investment Data Analyst will serve as a steward for all of BAM’s internal and external data content to provide actionable data to our Equity L/S and quantitative investors.  Key responsibilities:","['Full-time · Associate', '1,001-5,000 employees · Investment Management', 'View verifications related to this job post.\nView verifications related to this job post.\nShow all', 'See how you compare to 110 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3630331651/?eBP=JOB_SEARCH_ORGANIC&refId=nIjWruL2XlTPttxru8H0Fw%3D%3D&trackingId=yqjQGB32jJizRi%2BuS%2FsoDA%3D%3D&trk=flagship3_search_srp_jobs," The Investment Data Analyst will serve as a steward for all of BAM’s internal and external data content . He will provide actionable data to our Equity L/S and quantitative investors . Key responsibilities: Data analysts, data scientists, and content experts, across each of the key geographic locations ."
11,Quantitative Researcher - Equity Risk Research,"Balyasny Asset Management L.P. · Chicago, IL (Hybrid)  1 month ago",,,"About the job ROLE OVERVIEW This role will work in an equities-focused quantitative research team that researches and produces factors and factor models used throughout the firm. In the role of a Quantitative Researcher, the employee will be responsible for the following: Conducting quantitative research and deliver insights related to: New equity factors and/or improving existing equity factors","['Full-time', '1,001-5,000 employees · Investment Management', 'View verifications related to this job post.\nView verifications related to this job post.\nShow all', 'See how you compare to 107 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3637089566/?eBP=JOB_SEARCH_ORGANIC&refId=nIjWruL2XlTPttxru8H0Fw%3D%3D&trackingId=GmgyOGzSJkwpHVVza5vKuQ%3D%3D&trk=flagship3_search_srp_jobs, Quantitative Researcher will work in an equities-focused quantitative research team that researches and produces factors and factor models used throughout the firm . The employee will be responsible for the following: Conducting quantitative research and deliver insights related to: New equity factors and/or improving existing equity factors .
12,Quantitative Researcher - Equity Risk Research,"Balyasny Asset Management L.P. · New York, NY (Hybrid)  1 month ago",,,"About the job ROLE OVERVIEW This role will work in an equities-focused quantitative research team that researches and produces factors and factor models used throughout the firm. In the role of a Quantitative Researcher, the employee will be responsible for the following: Conducting quantitative research and deliver insights related to: New equity factors and/or improving existing equity factors","['$170,000/yr - $210,000/yr (from job description) · Full-time', '1,001-5,000 employees · Investment Management', 'View verifications related to this job post.\nView verifications related to this job post.\nShow all', 'See how you compare to 156 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3562269341/?eBP=JOB_SEARCH_ORGANIC&refId=nIjWruL2XlTPttxru8H0Fw%3D%3D&trackingId=40iJL3kvq7nERyqbyC7HeQ%3D%3D&trk=flagship3_search_srp_jobs, Quantitative Researcher will work in an equities-focused quantitative research team that researches and produces factors and factor models used throughout the firm . The employee will be responsible for the following: Conducting quantitative research and deliver insights related to: New equity factors and/or improving existing equity factors .
13,Valuations Analyst,"Garda Capital Partners · Geneva, Geneva, Switzerland (On-site)  2 months ago",,,"About the job Garda Capital Partners (Garda) is a multi-billion dollar alternative investment firm with over 19 years of experience deploying relative value strategies across fixed income markets for institutional investors. Garda has offices in Wayzata, New York City, West Palm Beach, Geneva, Zug, Copenhagen, and Singapore.  Garda is looking to hire a Valuations Analyst to join the team in Geneva. The candidate will be helping manage valuations of various investments ranging from the exchange traded products to derivatives traded in OTC markets, including equities, listed futures/options, bonds, fixed income OTC derivatives (interest rate swaps/swaptions, FX spot/forwards/options), commodity products, and MBS.","['Full-time · Mid-Senior level', '51-200 employees · Investment Management', 'See how you compare to 64 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3641777977/?eBP=JOB_SEARCH_ORGANIC&refId=TDA8tsvet%2FKZlx0F%2BdW%2Fwg%3D%3D&trackingId=Uo8FjU5jAd%2Fb0oiEcdSqWQ%3D%3D&trk=flagship3_search_srp_jobs," Garda Capital Partners is looking to hire a Valuations Analyst to join the team in Geneva . The candidate will be helping manage valuations of various investments including equities, listed futures/options, bonds, bonds and fixed income OTC derivatives (interest rate swaps/swaptions, FX spot/forwards/options)"
14,"Senior Quantitative Analyst, Rates","Garda Capital Partners · Copenhagen, Capital Region, Denmark (On-site)  2 months ago  · 8 applicants",,,"About the job Garda Capital Partners (Garda) is a multi-billion dollar alternative investment firm with over 19 years of experience deploying relative value strategies across fixed income markets for institutional investors. Garda has offices in Wayzata, New York City, West Palm Beach, Geneva, Zug, Copenhagen, and Singapore.  Garda is looking for a Senior Quantitative Analyst, Rates in its Research and Technology (R&T) team based out of our Copenhagen office. As a senior quantitative analyst, you will assist a growing team responsible for designing, developing, and maintaining the analytics, systems and tools that support our trading activities.","['Full-time · Mid-Senior level', '51-200 employees · Investment Management', 'See how you compare to 8 applicants. Try Premium for free', 'Skills: Communication, Computer Science, +8 more']",https://www.linkedin.com/jobs/view/3641777909/?eBP=JOB_SEARCH_ORGANIC&refId=TDA8tsvet%2FKZlx0F%2BdW%2Fwg%3D%3D&trackingId=DZ5bH2lcFWPbEhgHG0VxfA%3D%3D&trk=flagship3_search_srp_jobs," Garda Capital Partners is looking for a Senior Quantitative Analyst in its Research and Technology (R&T) team based out of our Copenhagen office . As a senior quantitative analyst, you will assist a growing team responsible for designing, developing, and maintaining the analytics, systems and tools that support our trading activities ."
15,Senior Software Engineer (Python),"Garda Capital Partners · Geneva, Geneva, Switzerland (On-site)  1 month ago  · 2 applicants",,,"About the job Garda Capital Partners (Garda) is a multi-billion dollar alternative investment firm with over 19 years of experience deploying relative value strategies across fixed income markets for institutional investors. Garda has offices in Wayzata, New York City, West Palm Beach, Geneva, Zug, Copenhagen, and Singapore.  Garda is looking to hire a Senior Software Engineer (Python) to be a part of our Research and Technology (R&T) team based out of our Geneva or Zug office. This is an exciting position offering opportunities to gain exposure to enterprise software development practices at a global hedge fund.","['Full-time · Mid-Senior level', '51-200 employees · Investment Management', 'See recent hiring trends for Garda Capital Partners. Try Premium for free', 'Skills: SQL, Python (Programming Language), +8 more']",https://www.linkedin.com/jobs/view/3641784321/?eBP=JOB_SEARCH_ORGANIC&refId=TDA8tsvet%2FKZlx0F%2BdW%2Fwg%3D%3D&trackingId=tSTW6%2B2AR77mDBh0zwDzWA%3D%3D&trk=flagship3_search_srp_jobs, Garda Capital Partners is looking to hire a Senior Software Engineer (Python) to be a part of our Research and Technology (R&T) team based out of our Geneva or Zug office . The position offers opportunities to gain exposure to enterprise software development practices at a global hedge fund .
16,"Analyst, Rates","Garda Capital Partners · Singapore, Singapore (On-site)  1 month ago  · 187 applicants",,,"About the job Garda Capital Partners (Garda) is a multi-billion dollar alternative investment firm with over 19 years of experience deploying relative value strategies across fixed income markets for institutional investors. Garda has offices in Wayzata, New York City, West Palm Beach, Geneva, Zug, Copenhagen, and Singapore.  Garda is looking to hire an Investment Analyst to join the team in Singapore. The candidate will be supporting portfolio managers in exploring and analyzing investment ideas.","['Full-time · Entry level', '51-200 employees · Investment Management', 'See how you compare to 187 applicants. Try Premium for free', 'Skills: Communication, Computer Science, +8 more']",https://www.linkedin.com/jobs/view/3641777914/?eBP=JOB_SEARCH_ORGANIC&refId=TDA8tsvet%2FKZlx0F%2BdW%2Fwg%3D%3D&trackingId=AdQMazvb8COpDU6pEdtTQA%3D%3D&trk=flagship3_search_srp_jobs, Garda Capital Partners is looking to hire an Investment Analyst to join the team in Singapore . The candidate will be supporting portfolio managers in exploring and analyzing investment ideas . Garda is a multi-billion dollar alternative investment firm with over 19 years of experience deploying relative value strategies across fixed income markets .
17,Senior Software Engineer (Python),"Garda Capital Partners · Zug, Zug, Switzerland (On-site)  2 months ago  · 41 applicants",,,"About the job Garda Capital Partners (Garda) is a multi-billion dollar alternative investment firm with over 19 years of experience deploying relative value strategies across fixed income markets for institutional investors. Garda has offices in Wayzata, New York City, West Palm Beach, Geneva, Zug, Copenhagen, and Singapore.  Garda is looking to hire a Senior Software Engineer (Python) to be a part of our Research and Technology (R&T) team based out of our Geneva or Zug office. This is an exciting position offering opportunities to gain exposure to enterprise software development practices at a global hedge fund.","['Full-time · Mid-Senior level', '51-200 employees · Investment Management', 'See how you compare to 41 applicants. Try Premium for free', 'Skills: SQL, Python (Programming Language), +8 more']",https://www.linkedin.com/jobs/view/3641783400/?eBP=JOB_SEARCH_ORGANIC&refId=TDA8tsvet%2FKZlx0F%2BdW%2Fwg%3D%3D&trackingId=yj2puGdBNxgEYJn4XIsV5g%3D%3D&trk=flagship3_search_srp_jobs, Garda Capital Partners is looking to hire a Senior Software Engineer (Python) to be a part of our Research and Technology (R&T) team based out of our Geneva or Zug office . The position offers opportunities to gain exposure to enterprise software development practices at a global hedge fund .
18,Senior Software Engineer (.Net),"Garda Capital Partners · Wayzata, MN (On-site)  1 month ago  · 1 applicant",,,"About the job Garda Capital Partners (Garda) is a multi-billion dollar alternative investment firm with over 19 years of experience deploying relative value strategies across fixed income markets for institutional investors. Garda has offices in Wayzata, New York City, West Palm Beach, Geneva, Zug, Copenhagen, and Singapore.  Garda is looking for a Senior Software Engineer (.Net) in its Research and Technology (R&T) group based out of our Wayzata office. The R&T team is responsible for all of the firm's applications & infrastructure including analytics, portfolio and risk management. The selected candidate will join the team responsible for designing, developing, and supporting upgrades to our analytics platform and building out our data platform. This position requires proficiency and experience in software development using Microsoft.Net based technologies. While prior business knowledge is not mandatory, capital markets related experience will be a plus.","['Full-time · Mid-Senior level', '51-200 employees · Investment Management', 'See recent hiring trends for Garda Capital Partners. Try Premium for free', 'Skills: Object-Oriented Programming (OOP), Computer Science, +8 more']",https://www.linkedin.com/jobs/view/3641795724/?eBP=JOB_SEARCH_ORGANIC&refId=TDA8tsvet%2FKZlx0F%2BdW%2Fwg%3D%3D&trackingId=rTldJ2Etnd2cRYpORvBmNQ%3D%3D&trk=flagship3_search_srp_jobs," Garda Capital Partners is looking for a Senior Software Engineer (.Net) in its Research and Technology (R&T) group . The R&T team is responsible for all of the firm's applications & infrastructure including analytics, portfolio and risk management . The selected candidate will join the team responsible for designing, developing, and supporting upgrades to our analytics platform ."
19,Senior Software Engineer (.Net),"Garda Capital Partners · Geneva, Geneva, Switzerland (On-site)  1 month ago  · 7 applicants",,,"About the job Garda Capital Partners (Garda) is a multi-billion dollar alternative investment firm with over 19 years of experience deploying relative value strategies across fixed income markets for institutional investors. Garda has offices in Wayzata, New York City, West Palm Beach, Geneva, Zug, Copenhagen, and Singapore.  Garda is looking for a Senior Software Engineer (.Net) in its Research and Technology (R&T) group based out of our Geneva office. The R&T team is responsible for all of the firm's applications & infrastructure including analytics, portfolio and risk management. The selected candidate will join the team responsible for designing, developing, and supporting upgrades to our analytics platform and building out our data platform. This position requires proficiency and experience in software development using Microsoft .Net based technologies. While prior business knowledge is not mandatory, capital markets related experience will be a plus.","['Full-time · Mid-Senior level', '51-200 employees · Investment Management', 'See how you compare to 7 applicants. Try Premium for free', 'Skills: Computer Science, Communication, +8 more']",https://www.linkedin.com/jobs/view/3641901023/?eBP=JOB_SEARCH_ORGANIC&refId=TDA8tsvet%2FKZlx0F%2BdW%2Fwg%3D%3D&trackingId=Umqa2baMwVUSQWU012oRVw%3D%3D&trk=flagship3_search_srp_jobs," Garda Capital Partners is looking for a Senior Software Engineer (.Net) in its Research and Technology (R&T) group . The R&T team is responsible for all of the firm's applications & infrastructure including analytics, portfolio and risk management . The selected candidate will join the team responsible for designing, developing, and supporting upgrades to our analytics platform ."
20,Quantitative Researcher,"ExodusPoint Capital Management, LP · Greater Philadelphia (Hybrid)  3 weeks ago",,,"About the job We are seeking a talented Quantitative Researcher to help build critical trading models and alpha signals. This opportunity provides a fast paced and dynamic environment with potential for rapid career growth. The role will be under the supervision of an existing Portfolio Manager in the fund and will be integral to increase both the breadth and depth of existing signals, as well as expanding into new signals/new markets.  Experience/Qualifications:","['$100,000/yr - $200,000/yr · Full-time · Associate', '501-1,000 employees · Investment Management', 'See how you compare to 167 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3649670185/?eBP=JOB_SEARCH_ORGANIC&refId=KKqFQtAepv5FHI4riwtIVQ%3D%3D&trackingId=grJa76LjBdnGXMliDiuN3g%3D%3D&trk=flagship3_search_srp_jobs, We are seeking a talented Quantitative Researcher to help build critical trading models and alpha signals . This opportunity provides a fast paced and dynamic environment with potential for rapid career growth . The role will be under the supervision of an existing Portfolio Manager in the fund and will be integral to increase both the breadth and depth of existing signals .
21,"Intern, Front Office Macro Strategist","ExodusPoint Capital Management, LP · Hong Kong, Hong Kong SAR (On-site)  3 weeks ago  · 158 applicants",,,"About the job We are looking for a talented Intern with rigorous decision making skills backed by a strong technical background to join our desk as Front Office Strat Intern.  You will be expected to support the full life-cycle of the trading business, from conducting research and backtests, to building out infrastructure to support trading activities. The role will be under the supervision of an existing Portfolio Manager in the fund.","['Internship · Internship', '501-1,000 employees · Investment Management', '7 school alumni work here', 'See how you compare to 158 applicants. Try Premium for free', '7 of 10 skills match your profile - you may be a good fit']",https://www.linkedin.com/jobs/view/3650020814/?eBP=JOB_SEARCH_ORGANIC&refId=KKqFQtAepv5FHI4riwtIVQ%3D%3D&trackingId=I7izSVQaz9BkCb2%2FQx3%2FSg%3D%3D&trk=flagship3_search_srp_jobs," Front Office Strat Intern with rigorous decision making skills backed by a strong technical background . You will be expected to support the full life-cycle of the trading business, from conducting research and backtests to building out infrastructure to support trading activities . The role will be under the supervision of an existing Portfolio Manager in the fund ."
22,C++ Developer - Market Data,"Squarepoint Capital · London, England, United Kingdom (On-site)  1 month ago",Kit Lofthouse,https://www.linkedin.com/in/kit-lofthouse-b5200a76,"About the job Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets that seeks to achieve high quality, uncorrelated returns for our clients. We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research. As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms. With offices around the globe, we emphasize true, global collaboration by aligning our investment, technology and operations teams functionally around the world.","['Full-time · Mid-Senior level', '1,001-5,000 employees · Financial Services', 'See how you compare to 109 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3630999521/?eBP=JOB_SEARCH_ORGANIC&refId=8NvbPYN3uydS0OotR2i7VQ%3D%3D&trackingId=gLpBLDPyw7pbmbsk%2FU8JTQ%3D%3D&trk=flagship3_search_srp_jobs," Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets . We have deep expertise in trading, technology and operations . As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis ."
23,Software Developer - Data Infrastructure,"Squarepoint Capital · Montreal, QC (On-site)  1 month ago",Marie-Eve Charlebois,https://www.linkedin.com/in/marie-eve-charlebois-91114810a,"About the job Position Overview: The Data Infrastructure team manages the service-oriented data storage infrastructure for the firm. We implement microservices that provide high performance solutions to access large data sets required in trading and research.  We are looking for an experienced Software Developer with a strong background in C++ to join our team. In this role, you will be responsible for designing, developing, and maintaining the data infrastructure components that support our data processing and analytics pipelines. You will work closely with data engineers, data scientists, quantitative researchers and other stakeholders to ensure efficient and reliable data retrieval, processing and storage.","['Full-time', '1,001-5,000 employees · Financial Services', 'See how you compare to 154 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3643888300/?eBP=JOB_SEARCH_ORGANIC&refId=8NvbPYN3uydS0OotR2i7VQ%3D%3D&trackingId=LlN7qV9dQ3Hge06vRaVG6g%3D%3D&trk=flagship3_search_srp_jobs, The Data Infrastructure team manages the service-oriented data storage infrastructure for the firm . We implement microservices that provide high performance solutions to access large data sets required in trading and research . We are looking for an experienced Software Developer with a strong background in C++ to join our team .
24,Support Analyst - Integration & Deployment Management,"Squarepoint Capital · London, England, United Kingdom (On-site)  1 month ago",Kit Lofthouse,https://www.linkedin.com/in/kit-lofthouse-b5200a76,"About the job Role: Support Analyst - Integration & Deployment Management Team: Integration & Deployment Management  Department: Delivery Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets that seeks to achieve high quality, uncorrelated returns for our clients. We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research. As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms. With offices around the globe, we emphasize true, global collaboration by aligning our investment, technology and operations teams functionally around the world.","['Full-time · Mid-Senior level', '1,001-5,000 employees · Financial Services', 'See how you compare to 62 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3632947355/?eBP=JOB_SEARCH_ORGANIC&refId=8NvbPYN3uydS0OotR2i7VQ%3D%3D&trackingId=Axe%2FqHHnbrXj7KH8VZqlQw%3D%3D&trk=flagship3_search_srp_jobs," Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets . We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research . We design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms ."
25,Trade Flow Support - Trading Application Support,"Squarepoint Capital · Montreal, QC (On-site)  1 month ago",,,"About the job Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets that seeks to achieve high quality, uncorrelated returns for our clients. We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research. As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms. With offices around the globe, we emphasize true, global collaboration by aligning our investment, technology and operations teams functionally around the world.","['Full-time · Associate', '1,001-5,000 employees · Financial Services', 'See how you compare to 48 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3630980141/?eBP=JOB_SEARCH_ORGANIC&refId=8NvbPYN3uydS0OotR2i7VQ%3D%3D&trackingId=fguMXH0SG8y8UDnvNoouDA%3D%3D&trk=flagship3_search_srp_jobs," Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets . We have deep expertise in trading, technology and operations . As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis ."
26,Enterprise Platform Specialist – Windows/Virtualization,"Squarepoint Capital · London, England, United Kingdom (On-site)  1 month ago",Kit Lofthouse,https://www.linkedin.com/in/kit-lofthouse-b5200a76,"About the job Position : Enterprise Platform Specialist – Windows/Virtualization Team: Enterprise Windows and Virtualization  Department Overview Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets that seeks to achieve high quality, uncorrelated returns for our clients. We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research. As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms. With main investment offices in New York, London and Singapore, we emphasize true, global collaboration by aligning our investment, technology and operations teams functionally around the world.","['Full-time · Mid-Senior level', '1,001-5,000 employees · Financial Services', 'See how you compare to 54 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3632943763/?eBP=JOB_SEARCH_ORGANIC&refId=8NvbPYN3uydS0OotR2i7VQ%3D%3D&trackingId=%2BSrHhtr2x7OiAf%2Bvouh1ag%3D%3D&trk=flagship3_search_srp_jobs," Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets . We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research . We design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms ."
27,Desktop Support Analyst,"Squarepoint Capital · New York, United States (On-site)  1 month ago",,,"About the job Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets that seeks to achieve high quality, uncorrelated returns for our clients. We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research. As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms. With offices around the globe, we emphasize true, global collaboration by aligning our investment, technology and operations teams functionally around the world.","['$60,000/yr (from job description) · Full-time · Mid-Senior level', '1,001-5,000 employees · Financial Services', 'See how you compare to 53 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3630990332/?eBP=JOB_SEARCH_ORGANIC&refId=8NvbPYN3uydS0OotR2i7VQ%3D%3D&trackingId=%2BQDae7g8afvGnLgBdB2V4Q%3D%3D&trk=flagship3_search_srp_jobs," Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets . We have deep expertise in trading, technology and operations . As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis ."
28,Benefits Specialist,"Squarepoint Capital · Boston, MA (Hybrid)  3 weeks ago  · 27 applicants",,,"About the job Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets that seeks to achieve high quality, uncorrelated returns for our clients. We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research. As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms. With offices around the globe, we emphasize true, global collaboration by aligning our investment, technology and operations teams functionally around the world.","['Full-time · Mid-Senior level', '1,001-5,000 employees · Financial Services', '10 school alumni work here', 'See how you compare to 27 applicants. Try Premium for free', 'Skills: Analytical Skills, Communication, +8 more']",https://www.linkedin.com/jobs/view/3649651472/?eBP=JOB_SEARCH_ORGANIC&refId=8NvbPYN3uydS0OotR2i7VQ%3D%3D&trackingId=KEmjvbfg5nvrGlTYju03GQ%3D%3D&trk=flagship3_search_srp_jobs," Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets . We have deep expertise in trading, technology and operations . As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis ."
29,Operational Due Diligence Analyst,"Squarepoint Capital · London, England, United Kingdom (Hybrid)  1 month ago",,,"About the job Operational Due Diligence Analyst   Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets that seeks to achieve high quality, uncorrelated returns for our clients. We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research. As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms. With offices around the globe, we emphasize true, global collaboration by aligning our investment, technology and operations teams functionally around the world. Beyond Squarepoint’s systematic strategies, Squarepoint invests in external managers as a significant component of the business.","['Full-time · Mid-Senior level', '1,001-5,000 employees · Financial Services', 'See how you compare to 63 applicants. Try Premium for free']",https://www.linkedin.com/jobs/view/3636531187/?eBP=JOB_SEARCH_ORGANIC&refId=8NvbPYN3uydS0OotR2i7VQ%3D%3D&trackingId=dBm1Ns62O3rdgtkyjL7YOg%3D%3D&trk=flagship3_search_srp_jobs," Squarepoint is a global investment management firm that seeks to achieve high quality, uncorrelated returns for its clients . Squarepoint invests in external managers as a significant component of the business . We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research ."
30,Benefits Specialist,"Squarepoint Capital · Houston, TX (Hybrid)  3 weeks ago  · 31 applicants",,,"About the job Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets that seeks to achieve high quality, uncorrelated returns for our clients. We have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research. As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms. With offices around the globe, we emphasize true, global collaboration by aligning our investment, technology and operations teams functionally around the world.","['Full-time · Mid-Senior level', '1,001-5,000 employees · Financial Services', '10 school alumni work here', 'See how you compare to 31 applicants. Try Premium for free', 'Skills: Analytical Skills, Communication, +8 more']",https://www.linkedin.com/jobs/view/3649649903/?eBP=JOB_SEARCH_ORGANIC&refId=8NvbPYN3uydS0OotR2i7VQ%3D%3D&trackingId=fEUN7XZqKr6jv4yJI1K%2FmQ%3D%3D&trk=flagship3_search_srp_jobs," Squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets . We have deep expertise in trading, technology and operations . As a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis ."
31,"Capula Analyst Programme, Singapore",Capula Investment Management LLP · Singapore (On-site)  1 month ago  · 56 applicants,,,"About the job We are looking for a recent graduate, or someone with up to 2 years' of experience, to join our Singapore office as an Analyst, working directly with our trading teams.  This is an exceptional opportunity for a graduate wishing to pursue a career in finance, to join and be taught by a team of world-class professional traders with a long and outstanding track record. We develop our colleagues through coaching and training to help them build long-term careers with us.","['Full-time · Entry level', '201-500 employees · Investment Management', '8 school alumni work here', 'See how you compare to 56 applicants. Try Premium for free', 'Skills: Analytical Skills, Communication, +8 more']",https://www.linkedin.com/jobs/view/3642098408/?eBP=JOB_SEARCH_ORGANIC&refId=jDqMNALOGcd9TmZuSZKYpQ%3D%3D&trackingId=Q17U2D46uIrYyNq7x1CauA%3D%3D&trk=flagship3_search_srp_jobs," Recent graduate or someone with up to 2 years' experience needed to join our Singapore office as an Analyst . This is an exceptional opportunity for a graduate wishing to pursue a career in finance, to join and be taught by a team of world-class professional traders . We develop our colleagues through coaching and training to help them build long-term careers ."
32,Economic Analyst,"Capula Investment Management LLP · London, England, United Kingdom (On-site)  1 month ago  · 633 applicants",,,"About the job We are looking for an Economic Analyst to join our London office, to work with our Economist and Chief Economist.  The Analyst's responsibilities will include:  Analysing the key economics with a specific focus on European, US and Japanese markets","['Full-time · Entry level', '201-500 employees · Investment Management', '8 school alumni work here', 'See how you compare to 633 applicants. Try Premium for free', 'Skills: Economics, Communication, +8 more']",https://www.linkedin.com/jobs/view/3643099003/?eBP=JOB_SEARCH_ORGANIC&refId=jDqMNALOGcd9TmZuSZKYpQ%3D%3D&trackingId=Kw2tcRWLXeKmG3xOjdywFg%3D%3D&trk=flagship3_search_srp_jobs," We are looking for an Economic Analyst to join our London office, to work with our Economist and Chief Economist . The Analyst's responsibilities will include: Analysing the key economics with a specific focus on European, US and Japanese markets . The analyst's responsibility will include analysing the key economics ."
33,Application Support Analyst,"Capula Investment Management LLP · New York, United States (On-site)  1 month ago  · 35 applicants",,,"About the job Capula is a leading global hedge fund, head quartered in London. We are looking for an Application Support Analyst to join our New York team. We are looking for candidates with strong communication abilities, and are looking to utilise their technical skills to support the trading and middle office applications.  This is a long term role where we expect the successful candidate to learn and grow professionally over time. The successful candidate will use and develop their skills in Python, SQL, Sungard Front Arena and some C#. Whilst we do not require candidates to have any prior experience working in finance, candidates should have a keen interest in finance and will be expected to learn more and more about finance over time.  This role requires flexibility sometimes being on call during shifts and weekends.","['Full-time · Associate', '201-500 employees · Investment Management', '8 school alumni work here', 'See how you compare to 35 applicants. Try Premium for free', 'Skills: Analytical Skills, Automation, +8 more']",https://www.linkedin.com/jobs/view/3640160925/?eBP=JOB_SEARCH_ORGANIC&refId=jDqMNALOGcd9TmZuSZKYpQ%3D%3D&trackingId=KSFLniFkqY3%2FTd73uBt4vw%3D%3D&trk=flagship3_search_srp_jobs," Capula is a leading global hedge fund, head quartered in London . We are looking for an Application Support Analyst to join our New York team . This is a long term role where we expect the successful candidate to learn and grow professionally over time . The successful candidate will use and develop their skills in Python, SQL, Sungard Front Arena and some C# ."
34,Front Office Excel Developer,"Capula Investment Management LLP · London, England, United Kingdom (On-site)  1 month ago  · 26 applicants",,,,"['Full-time · Associate', '201-500 employees · Investment Management', '8 school alumni work here', 'See how you compare to 26 applicants. Try Premium for free', 'Skills: Communication, Front Office Development, +8 more']",https://www.linkedin.com/jobs/view/3648737946/?eBP=JOB_SEARCH_ORGANIC&refId=jDqMNALOGcd9TmZuSZKYpQ%3D%3D&trackingId=bWR9FAiSZoqXYFst2AwFAg%3D%3D&trk=flagship3_search_srp_jobs,
